,Unnamed: 0,title,performer,first_week,total_weeks,peak_pos,genre
336,28159,Trouble,Eminem,2024-07-27,1,31,Rock
337,9679,Guilty Conscience 2,Eminem,2024-07-27,1,45,Rap/Hip Hop
338,25726,Temporary,Eminem & Skylar Grey,2024-07-27,1,56,Rap/Hip Hop
339,5876,Did It First,Ice Spice & Central Cee,2024-07-27,5,51,Rap/Hip Hop
340,8501,Fuel,Eminem & JID,2024-07-27,3,21,Rap/Hip Hop
341,21475,Renaissance,Eminem,2024-07-27,2,20,Rap/Hip Hop
342,13645,Indifferent,Megan Moroney,2024-07-27,2,91,Country
343,16896,Lucifer,Eminem & Sly Pyper,2024-07-27,1,37,Asian Music
344,9721,Habits,Eminem & White Gold,2024-07-27,2,19,Alternative
345,30632,Woman's World,Katy Perry,2024-07-27,1,63,Pop
346,21725,Road Rage,"Eminem, Dem Jointz & Sly Pyper",2024-07-27,1,59,Rap/Hip Hop
347,1728,Antichrist,Eminem,2024-07-27,1,39,Rap/Hip Hop
348,20109,PJ,BossMan DLow & Lil Baby,2024-07-27,1,86,Rap/Hip Hop
349,3470,Brand New Dance,Eminem,2024-07-27,2,25,Rap/Hip Hop
350,15854,Lithonia,Childish Gambino,2024-07-20,3,69,Pop
351,15763,Like Ida,Zach Bryan,2024-07-20,1,91,Country
352,2483,Bass Boat,Zach Bryan,2024-07-20,2,61,Country
353,370,28,Zach Bryan,2024-07-20,20,14,Country
354,3351,Boons,Zach Bryan,2024-07-20,1,74,Country
355,26363,The Great American Bar Scene,Zach Bryan,2024-07-20,1,58,Country
356,19147,Northern Thunder,Zach Bryan,2024-07-20,1,93,Country
357,8567,Funny Man,Zach Bryan,2024-07-20,1,99,Country
358,17502,Memphis; The Blues,Zach Bryan Featuring John Moreland,2024-07-20,1,83,Country
359,19336,Oak Island,Zach Bryan,2024-07-20,2,48,Country
360,15641,Lies Lies Lies,Morgan Wallen,2024-07-20,23,7,Country
361,27025,The Way Back,Zach Bryan,2024-07-20,1,57,Country
362,17439,Mechanical Bull,Zach Bryan,2024-07-20,1,73,Country
363,22275,Sandpaper,Zach Bryan Featuring Bruce Springsteen,2024-07-20,2,71,Country
364,2833,Better Days,Zach Bryan Featuring John Mayer,2024-07-20,4,46,Pop
365,28059,Towers,Zach Bryan,2024-07-20,1,94,Alternative
366,1538,American Nights,Zach Bryan,2024-07-20,9,21,Country
367,28052,Tough,Quavo & Lana Del Rey,2024-07-20,5,33,Pop
368,21858,Rockstar,LISA,2024-07-13,1,70,Rap/Hip Hop
369,5093,Cowboys Cry Too,Kelsea Ballerini & Noah Kahan,2024-07-13,3,50,Country
370,19943,Otaku Hot Girl,Megan Thee Stallion,2024-07-13,1,67,Rap/Hip Hop
371,8950,Girls,The Kid LAROI,2024-07-13,7,51,Pop
372,30060,Where Them Girls At,Megan Thee Stallion,2024-07-13,1,77,Rap/Hip Hop
373,17205,Mamushi,Megan Thee Stallion Featuring Yuki Chiba,2024-07-13,20,36,Rap/Hip Hop
374,11678,I Don't Wanna Wait,David Guetta & OneRepublic,2024-07-13,1,96,Dance
375,27807,Tobey,"Eminem, Big Sean & BabyTron",2024-07-13,5,24,Rap/Hip Hop
376,11019,Hot Uptown,Camila Cabello Featuring Drake,2024-07-13,1,62,Pop
377,23565,Smeraldo Garden Marching Band,Jimin & Loco,2024-07-13,1,88,Asian Music
378,18785,New To Country,Bailey Zimmerman,2024-07-13,1,94,Country
379,15024,La Patrulla,Peso Pluma & Neton Vega,2024-07-06,18,47,Traditional Mexicano
380,28698,Us.,Gracie Abrams Featuring Taylor Swift,2024-07-06,2,36,Pop
381,8937,"Girl, So Confusing",Charli XCX With Lorde,2024-07-06,2,63,Electro
382,28805,Vino Tinto,"Peso Pluma, Natanael Cano & Gabito Ballesteros",2024-07-06,1,91,Traditional Mexicano
383,14753,Kehlani,Jordan Adetunji,2024-07-06,21,24,R&B
384,31740,feelslikeimfallinginlove,Coldplay,2024-07-06,1,81,Alternative
385,20762,Pour Me A Drink,Post Malone Featuring Blake Shelton,2024-07-06,20,12,Country
386,20209,Parking Lot,Mustard & Travis Scott,2024-07-06,8,57,Rap/Hip Hop
387,31238,You Look Like You Love Me,Ella Langley Featuring Riley Green,2024-07-06,24,30,Country
388,4240,Casual,Chappell Roan,2024-07-06,16,59,Pop
389,25303,TGIF,GloRilla,2024-07-06,22,22,Rap/Hip Hop
390,18873,Nights Like This,The Kid LAROI,2024-07-06,20,47,Pop
391,21704,Risk,Gracie Abrams,2024-07-06,1,94,Pop
392,21433,Reloj,Peso Pluma & Ivan Cornejo,2024-07-06,1,69,Rap/Hip Hop
393,23212,Si Antes Te Hubiera Conocido,Karol G,2024-07-06,20,32,Latin Music
394,30109,Whiskey Whiskey,Moneybagg Yo Featuring Morgan Wallen,2024-06-29,20,21,Rap/Hip Hop
395,13190,Ice Age,Don Toliver Featuring Travis Scott,2024-06-29,1,92,Electro
396,11332,I Am Not Okay,Jelly Roll,2024-06-29,32,14,Country
397,20502,Pink Pony Club,Chappell Roan,2024-06-29,34,18,Pop
398,26958,The Thin Grey Line,$uicideboy$,2024-06-29,1,71,Rap/Hip Hop
399,28002,Tore Up,Don Toliver,2024-06-29,1,78,Rap/Hip Hop
400,4447,Chevrolet,Dustin Lynch Featuring Jelly Roll,2024-06-29,17,50,Country
401,14948,Kryptonite,Don Toliver,2024-06-29,1,98,Pop
402,27537,Thorns,$uicideboy$,2024-06-29,1,91,Rap/Hip Hop
403,8491,Front Door Famous,Luke Combs,2024-06-29,1,95,Country
404,21443,Remember Him That Way,Luke Combs,2024-06-29,3,35,Country
405,5820,Devil Is A Lie,Tommy Richman,2024-06-29,13,32,Rap/Hip Hop
406,3669,Brother Stone,Don Toliver Featuring Kodak Black,2024-06-29,2,61,Rap/Hip Hop
407,3721,Burgundy,$uicideboy$,2024-06-29,1,86,Rap/Hip Hop
408,4631,Close To You,Gracie Abrams,2024-06-22,21,49,Pop
409,21006,Purple Gas,Zach Bryan & Noeline Hofmann,2024-06-22,2,69,Country
410,20612,Please Please Please,Sabrina Carpenter,2024-06-22,33,1,Pop
411,26590,The Man He Sees In Me,Luke Combs,2024-06-22,3,39,Country
412,398,360,Charli XCX,2024-06-22,8,44,Electro
413,9814,Hang Tight Honey,Lainey Wilson,2024-06-22,11,61,Country
414,2597,Beautiful As You,Thomas Rhett,2024-06-22,24,50,Country
415,10617,High Road,Koe Wetzel & Jessie Murph,2024-06-22,35,22,Country
416,1225,All My Life,Falling In Reverse & Jelly Roll,2024-06-22,1,77,Rap/Hip Hop
417,18689,Never Let Go,Jung Kook,2024-06-22,1,97,Asian Music
418,26237,The Door,Teddy Swims,2024-06-15,25,24,Rock
419,15473,Let Your Boys Be Country,Jason Aldean,2024-06-15,4,83,Country
420,11016,Hot To Go!,Chappell Roan,2024-06-15,25,15,Pop
421,18544,Nasty,Tinashe,2024-06-15,16,61,R&B
422,21388,Red Wine Supernova,Chappell Roan,2024-06-15,20,41,Pop
423,11032,Houdini,Eminem,2024-06-15,20,2,Rap/Hip Hop
424,2017,BAND4BAND,Central Cee & Lil Baby,2024-06-08,17,18,Rap/Hip Hop
425,23213,Si No Es Contigo,Cris Mj,2024-06-08,4,72,Latin Music
426,924,After Hours,Kehlani,2024-06-08,8,72,R&B
427,26190,The Craving,Twenty One Pilots,2024-06-08,1,83,Alternative
428,31681,Your Place,Ashley Cooke,2024-06-08,4,80,Country
429,1957,Attitude,Don Toliver Featuring Charlie Wilson & Cash Cobain,2024-06-08,2,58,Rap/Hip Hop
430,20504,Pink Skies,Zach Bryan,2024-06-08,25,6,Country
431,28465,U My Everything,Sexyy Red & Drake,2024-06-08,17,44,Rap/Hip Hop
432,2997,Birds Of A Feather,Billie Eilish,2024-06-01,38,2,Alternative
433,3021,Bittersuite,Billie Eilish,2024-06-01,3,36,Alternative
434,16934,Lunch,Billie Eilish,2024-06-01,20,5,Alternative
435,3176,Blue,Billie Eilish,2024-06-01,5,25,Alternative
436,10228,Heat Stick,Shoreline Mafia Presents OhGeesy & Fenix Flexin,2024-06-01,3,97,Rap/Hip Hop
437,25166,Sweet Dreams,Koe Wetzel,2024-06-01,13,35,Asian Music
438,4465,Chihiro,Billie Eilish,2024-06-01,20,12,Alternative
439,1004,Ain't No Love In Oklahoma,Luke Combs,2024-06-01,27,13,Country
440,23436,Skinny,Billie Eilish,2024-06-01,4,18,Alternative
441,26229,The Diner,Billie Eilish,2024-06-01,4,31,Alternative
442,30422,Wildflower,Billie Eilish,2024-06-01,34,17,Alternative
443,26368,The Greatest,Billie Eilish,2024-06-01,4,24,Alternative
444,14959,L'amour De Ma Vie,Billie Eilish,2024-06-01,7,22,Alternative
445,16298,Lose My Breath,Stray Kids Featuring Charlie Puth,2024-05-25,1,90,Pop
446,19740,One Of Wun,Gunna,2024-05-25,20,26,Rap/Hip Hop
447,27348,Think I'm In Love With You,Chris Stapleton,2024-05-25,40,49,Country
448,4712,Collage,Gunna,2024-05-25,1,76,Rap/Hip Hop
449,19526,On One Tonight,Gunna,2024-05-25,7,54,Rap/Hip Hop
450,11854,I Had Some Help,Post Malone Featuring Morgan Wallen,2024-05-25,39,1,Country
451,2226,Back In The A,Gunna,2024-05-25,1,94,Rap/Hip Hop
452,18570,Neck On A Yacht,Gunna,2024-05-25,1,66,Rap/Hip Hop
453,9733,Hakuna Matata,Gunna,2024-05-25,1,67,Rap/Hip Hop
454,3250,Boa,Megan Thee Stallion,2024-05-25,2,39,Alternative
455,24366,Stargazing,Myles Smith,2024-05-25,38,19,Singer & Songwriter
456,14994,La Durango,"Peso Pluma, Junior H & Eslabon Armado",2024-05-25,1,75,Traditional Mexicano
457,25356,Take Her Home,Kenny Chesney,2024-05-18,6,71,Country
458,23214,Si No Quieres No,Luis R Conriquez x Neton Vega,2024-05-18,20,53,Latin Music
459,29782,Whatsapp (Wassam),Gunna,2024-05-18,2,62,Rap/Hip Hop
460,19173,Not Like Us,Kendrick Lamar,2024-05-18,39,1,Rap/Hip Hop
461,7654,Family Matters,Drake,2024-05-18,6,7,Rap/Hip Hop
462,17635,Miles On It,Marshmello & Kane Brown,2024-05-18,29,15,Country
463,17456,Meet The Grahams,Kendrick Lamar,2024-05-18,4,12,Rap/Hip Hop
464,17643,Million Dollar Baby,Tommy Richman,2024-05-11,33,2,Rap/Hip Hop
465,7227,Euphoria,Kendrick Lamar,2024-05-11,16,3,Rap/Hip Hop
466,2756,Belong Together,Mark Ambor,2024-05-11,24,74,Pop
467,8724,Get In With Me,BossMan DLow,2024-05-11,20,61,Rap/Hip Hop
468,897,Adivino,Myke Towers & Bad Bunny,2024-05-11,2,63,Dance
469,19447,Okay,JT,2024-05-11,6,72,Rap/Hip Hop
470,25992,The Alchemy,Taylor Swift,2024-05-04,6,13,Pop
471,3775,But Daddy I Love Him,Taylor Swift,2024-05-04,8,7,Pop
472,31750,imgonnagetyouback,Taylor Swift,2024-05-04,5,26,Pop
473,31753,loml,Taylor Swift,2024-05-04,7,12,Pop
474,31761,thanK you aIMee,Taylor Swift,2024-05-04,3,23,Pop
475,8041,Florida!!!,Taylor Swift Featuring Florence + The Machine,2024-05-04,7,8,Pop
476,4504,Chloe Or Sam Or Sophia Or Marcus,Taylor Swift,2024-05-04,3,36,Pop
477,4589,Clara Bow,Taylor Swift,2024-05-04,4,21,Pop
478,11858,I Hate It Here,Taylor Swift,2024-05-04,3,34,Pop
479,21023,Push Ups,Drake,2024-05-04,6,17,Rap/Hip Hop
480,18219,My Boy Only Breaks His Favorite Toys,Taylor Swift,2024-05-04,8,6,Pop
481,30235,Who's Afraid Of Little Old Me?,Taylor Swift,2024-05-04,11,9,Pop
482,11391,I Can Fix Him (No Really I Can),Taylor Swift,2024-05-04,5,20,Pop
483,26071,The Black Dog,Taylor Swift,2024-05-04,4,25,Pop
484,26085,The Bolter,Taylor Swift,2024-05-04,2,47,Pop
485,11387,I Can Do It With A Broken Heart,Taylor Swift,2024-05-04,31,3,Pop
486,28697,Us Vs. Them,$uicideBoy$,2024-05-04,1,96,Rap/Hip Hop
487,20404,Peter,Taylor Swift,2024-05-04,2,46,Pop
488,4228,Cassandra,Taylor Swift,2024-05-04,2,44,Pop
489,26975,The Tortured Poets Department,Taylor Swift,2024-05-04,7,4,Pop
490,6690,Down Bad,Taylor Swift,2024-05-04,12,2,Pop
491,8308,Fortnight,Taylor Swift Featuring Post Malone,2024-05-04,20,1,Pop
492,23709,"So Long, London",Taylor Swift,2024-05-04,8,5,Pop
493,26896,The Smallest Man Who Ever Lived,Taylor Swift,2024-05-04,7,14,Pop
494,25991,The Albatross,Taylor Swift,2024-05-04,3,30,Pop
495,26597,The Manuscript,Taylor Swift,2024-05-04,2,51,Pop
496,21734,Robin,Taylor Swift,2024-05-04,1,55,Dance
497,8427,Fresh Out The Slammer,Taylor Swift,2024-05-04,5,11,Pop
498,9678,Guilty As Sin?,Taylor Swift,2024-05-04,10,10,Pop
499,23693,So High School,Taylor Swift,2024-05-04,5,24,Pop
500,11105,How Did It End?,Taylor Swift,2024-05-04,4,35,Pop
501,26778,The Prophecy,Taylor Swift,2024-05-04,4,32,Pop
502,12028,I Look In People's Windows,Taylor Swift,2024-05-04,2,39,Pop
503,24751,Streets Made Me A King,Future & Metro Boomin,2024-04-27,1,95,Rap/Hip Hop
504,526,A Bar Song (Tipsy),Shaboozey,2024-04-27,43,1,Country
505,29305,We Still Don't Trust You,"Future, Metro Boomin & The Weeknd",2024-04-27,2,22,Rap/Hip Hop
506,16941,Luv Bad Bitches,"Future, Metro Boomin & Brownstone",2024-04-27,1,73,Rap/Hip Hop
507,7753,Feel It,d4vd,2024-04-27,3,94,Alternative
508,21359,Red Leather,"Future, Metro Boomin & J. Cole",2024-04-27,1,39,Alternative
509,25718,Tell Ur Girlfriend,Lay Bankz,2024-04-27,6,58,Rap/Hip Hop
510,1227,All My Life,"Future, Metro Boomin & Lil Baby",2024-04-27,1,61,Rap/Hip Hop
511,18871,Nights Like This,Future & Metro Boomin,2024-04-27,1,81,Pop
512,14222,Jealous,Future & Metro Boomin,2024-04-27,1,54,Alternative
513,19107,Nobody Knows My Struggle,Future & Metro Boomin,2024-04-27,1,100,Rap/Hip Hop
514,19987,Out Of My Hands,Future & Metro Boomin,2024-04-27,1,41,Rap/Hip Hop
515,5956,Dirt Cheap,Cody Johnson,2024-04-27,20,43,Country
516,7215,Espresso,Sabrina Carpenter,2024-04-27,43,3,Pop
517,1335,All To Myself,"Future, Metro Boomin & The Weeknd",2024-04-27,1,67,Rap/Hip Hop
518,12318,I Think I'm In Love With You,Chris Stapleton,2024-04-27,1,91,Pop
519,3959,Came To The Party,Future & Metro Boomin,2024-04-27,1,99,Rap/Hip Hop
520,15522,Let's Go,Key Glock & Young Dolph,2024-04-27,9,59,Dance
521,13457,Illusion,Dua Lipa,2024-04-27,18,43,Pop
522,23176,Show Of Hands,"Future, Metro Boomin & A$AP Rocky",2024-04-27,1,71,Rap/Hip Hop
523,6834,Drink N Dance,Future & Metro Boomin,2024-04-27,1,51,Rap/Hip Hop
524,20084,Overseas,Ken Carson,2024-04-27,1,79,Rap/Hip Hop
525,27507,This Sunday,Future & Metro Boomin,2024-04-27,1,77,Rap/Hip Hop
526,9356,"Good Luck, Babe!",Chappell Roan,2024-04-20,43,4,Pop
527,3706,Bulletproof,Nate Smith,2024-04-20,20,37,Dance
528,24549,Stickz N Stonez,J. Cole,2024-04-20,1,53,Rap/Hip Hop
529,20874,Pricey,"J. Cole Featuring Ari Lennox, Young Dro & Gucci Mane",2024-04-20,1,29,Rap/Hip Hop
530,11243,Huntin' Wabbitz,J. Cole,2024-04-20,2,28,Rap/Hip Hop
531,20435,Pi,J. Cole Featuring Daylyt & Ab-Soul,2024-04-20,1,62,Pop
532,9710,H.Y.B.,J. Cole Featuring Bas & Central Cee,2024-04-20,1,35,Rap/Hip Hop
533,7839,Fever,J. Cole,2024-04-20,1,59,Dance
534,29043,Wanna Be,GloRilla & Megan Thee Stallion,2024-04-20,24,11,Rap/Hip Hop
535,24498,Stealth Mode,J. Cole Featuring Bas,2024-04-20,1,65,Rap/Hip Hop
536,9746,Halfway To Hell,Jelly Roll,2024-04-20,12,48,Country
537,10291,Hell N Back,Bakar Featuring Summer Walker,2024-04-20,12,53,Alternative
538,17044,Magnetic,ILLIT,2024-04-20,1,91,Asian Music
539,390,3001,J. Cole,2024-04-20,1,72,Rap/Hip Hop
540,5192,Crocodile Tearz,J. Cole,2024-04-20,2,19,Rap/Hip Hop
541,28087,Trae The Truth In Ibiza,J. Cole,2024-04-20,1,66,Rap/Hip Hop
542,471,7 Minute Drill,J. Cole,2024-04-20,1,6,Rap/Hip Hop
543,5237,Cry,Benson Boone,2024-04-20,4,60,R&B
544,21266,Ready '24,J. Cole Featuring Cam'Ron,2024-04-20,1,38,Rap/Hip Hop
545,28448,Tyrant,Beyonce & Dolly Parton,2024-04-13,2,44,Country
546,21675,Riiverdance,Beyonce,2024-04-13,1,51,Country
547,24189,Spaghettii,"Beyonce, Linda Martell & Shaboozey",2024-04-13,1,31,Country
548,7999,Flamenco,Beyonce,2024-04-13,1,63,Country
549,5579,Daughter,Beyonce,2024-04-13,1,37,Alternative
550,14356,Jolene,Beyonce,2024-04-13,3,7,Country
551,18425,My Rose,Beyonce,2024-04-13,1,54,Country
552,1504,Amen,Beyonce,2024-04-13,1,87,Christian
553,14530,Just For Fun,Beyonce & Willie Jones,2024-04-13,1,59,Country
554,13185,II Most Wanted,Beyonce & Miley Cyrus,2024-04-13,6,6,Country
555,1551,Ameriican Requiem,Beyonce,2024-04-13,1,30,Country
556,30836,Ya Ya,Beyonce,2024-04-13,2,39,Country
557,1363,Alliigator Tears,Beyonce,2024-04-13,1,52,Country
558,25140,Sweet * Honey * Buckiin',Beyonce & Shaboozey,2024-04-13,1,61,Country
559,3279,Bodyguard,Beyonce,2024-04-13,2,26,Country
560,13184,II Hands II Heaven,Beyonce,2024-04-13,1,60,Country
561,30465,Wind Up Missin' You,Tucker Wetmore,2024-04-13,43,31,Country
562,12103,I Luv It,Camila Cabello & Playboi Carti,2024-04-13,1,81,Rap/Hip Hop
563,3085,Blackbiird,"Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",2024-04-13,2,27,Country
564,20939,Protector,Beyonce & Rumi Carter,2024-04-13,1,42,Country
565,15611,Levii's Jeans,Beyonce & Post Malone,2024-04-13,2,16,Country
566,5782,Desert Eagle,Beyonce,2024-04-13,1,65,Country
567,19395,Oh Louisiana,Beyonce,2024-04-13,1,70,Country
568,24707,Stranger,Olivia Rodrigo,2024-04-06,1,75,R&B
569,17030,Magic Don Juan (Princess Diana),Future & Metro Boomin,2024-04-06,2,27,Rap/Hip Hop
570,30043,Where My Twin @,Future & Metro Boomin,2024-04-06,1,62,Rap/Hip Hop
571,7129,Empire Now,Hozier,2024-04-06,1,98,Alternative
572,20989,Punteria,Shakira & Cardi B,2024-04-06,1,72,Pop
573,15771,Like That,"Future, Metro Boomin & Kendrick Lamar",2024-04-06,31,1,Rap/Hip Hop
574,22596,Seen It All,Future & Metro Boomin,2024-04-06,1,54,Rap/Hip Hop
575,8909,Girl I've Always Been,Olivia Rodrigo,2024-04-06,1,99,Pop
576,19346,Obsessed,Olivia Rodrigo,2024-04-06,12,14,Pop
577,13191,Ice Attack,Future & Metro Boomin,2024-04-06,2,13,Rap/Hip Hop
578,4596,Claustrophobic,Future & Metro Boomin,2024-04-06,2,24,Rap/Hip Hop
579,4547,Cinderella,"Future, Metro Boomin & Travis Scott",2024-04-06,8,6,Rap/Hip Hop
580,1003,Ain't No Love,Future & Metro Boomin,2024-04-06,1,41,Country
581,23492,Slimed In,Future & Metro Boomin,2024-04-06,2,20,Rap/Hip Hop
582,2773,Best For Me,Joyner Lucas & Jelly Roll,2024-04-06,1,93,Rap/Hip Hop
583,28870,WTFYM,Future & Metro Boomin,2024-04-06,1,52,Rap/Hip Hop
584,30426,Wildflower And Barley,Hozier & Allison Russell,2024-04-06,1,88,Alternative
585,22460,Scared Of My Guitar,Olivia Rodrigo,2024-04-06,1,90,Pop
586,7387,Everyday Hustle,"Future, Metro Boomin & Rick Ross",2024-04-06,2,38,Rap/Hip Hop
587,8436,Fried (She A Vibe),Future & Metro Boomin,2024-04-06,2,33,Rap/Hip Hop
588,12009,I Like The Way You Kiss Me,Artemas,2024-04-06,20,12,Alternative
589,8592,GTA,Future & Metro Boomin,2024-04-06,1,40,Latin Music
590,29246,We Don't Trust You,Future & Metro Boomin,2024-04-06,4,8,Rap/Hip Hop
591,27971,Too Sweet,Hozier,2024-04-06,45,1,Alternative
592,31612,Young Metro,"Future, Metro Boomin & The Weeknd",2024-04-06,4,9,Rap/Hip Hop
593,4996,Corazon de Piedra,Xavi,2024-04-06,4,73,Traditional Mexicano
594,22118,Runnin Outta Time,Future & Metro Boomin,2024-04-06,1,36,Rap/Hip Hop
595,28444,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",2024-04-06,20,2,Rap/Hip Hop
596,15025,La People II,"Peso Pluma, Tito Double P & Joel de La P",2024-04-06,2,69,Traditional Mexicano
597,23655,So American,Olivia Rodrigo,2024-04-06,1,58,Pop
598,23527,Slow It Down,Benson Boone,2024-04-06,29,32,Rap/Hip Hop
599,5732,Deeper Well,Kacey Musgraves,2024-03-30,1,76,Country
600,7179,Enough (Miami),Cardi B,2024-03-30,14,9,Rap/Hip Hop
601,8639,Gata Only,FloyyMenor X Cris Mj,2024-03-30,26,27,Latin Music
602,8739,Get It Sexyy,Sexyy Red,2024-03-30,20,20,Rap/Hip Hop
603,2132,Baby Please,Ivan Cornejo,2024-03-30,1,95,Traditional Mexicano
604,29298,We Ride,Bryan Martin,2024-03-30,18,56,Country
605,7536,FRI(END)S,V,2024-03-30,1,65,Asian Music
606,18056,Mr Pot Scraper,BossMan Dlow,2024-03-30,1,93,Rap/Hip Hop
607,20787,Prada Dem,Gunna Featuring Offset,2024-03-30,3,54,Rap/Hip Hop
608,28203,True Story,Ariana Grande,2024-03-23,2,30,Pop
609,20030,Outskirts,Sam Hunt,2024-03-23,14,66,Country
610,3729,Burn,¥$: Ye & Ty Dolla $ign,2024-03-23,5,91,R&B
611,8503,Fuk Sumn,¥$: Ye & Ty Dolla $ign,2024-03-23,5,100,Rap/Hip Hop
612,3824,Bye,Ariana Grande,2024-03-23,3,25,Dance
613,1965,Austin,Dasha,2024-03-23,36,18,Country
614,6592,Don't Wanna Break Up Again,Ariana Grande,2024-03-23,2,28,Pop
615,19936,Ordinary Things,Ariana Grande Featuring Nonna,2024-03-23,1,55,Pop
616,13486,Imperfect For You,Ariana Grande,2024-03-23,2,37,Pop
617,26101,The Boy Is Mine,Ariana Grande,2024-03-23,20,16,Pop
618,13716,Intro (End Of The World),Ariana Grande,2024-03-23,2,38,Pop
619,874,Act II: Date @ 8,4Batz Featuring Drake,2024-03-23,20,7,R&B
620,4189,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2024-03-23,19,4,Rap/Hip Hop
621,7222,Eternal Sunshine,Ariana Grande,2024-03-23,3,23,Pop
622,25050,Supernatural,Ariana Grande,2024-03-23,3,17,Pop
623,2251,Back Then Right Now,Tyler Hubbard,2024-03-23,13,62,Country
624,12534,I Wish I Hated You,Ariana Grande,2024-03-23,2,39,Pop
625,29223,We Can't Be Friends (Wait For Your Love),Ariana Grande,2024-03-23,24,1,Pop
626,6178,Doctor (Work It Out),Pharrell & Miley Cyrus,2024-03-16,1,74,Pop
627,20072,Overcompensate,twenty one pilots,2024-03-16,1,64,Alternative
628,28275,Tucson Too Late,Jordan Davis,2024-03-16,14,71,Country
629,15784,Like What (Freestyle),Cardi B,2024-03-16,3,38,Rap/Hip Hop
630,6982,Easy,LE SSERAFIM,2024-03-09,1,99,Pop
631,19462,Old Days,Lil Durk,2024-03-09,1,62,Rap/Hip Hop
632,22335,Saturn,SZA,2024-03-09,35,6,R&B
633,15521,Let's Go,Key Glock,2024-03-09,5,88,Dance
634,10833,Holy Smokes,Bailey Zimmerman,2024-03-09,8,54,Country
635,16650,Love On,Selena Gomez,2024-03-09,1,56,Pop
636,30475,Wine Into Whiskey,Tucker Wetmore,2024-03-09,20,68,Country
637,6647,Dont Let Me Go,mgk,2024-03-09,1,76,Alternative
638,3575,Breathe,Yeat,2024-03-02,6,42,Pop
639,29768,Whatever She Wants,Bryson Tiller,2024-03-02,20,19,Rap/Hip Hop
640,4188,Carnival,¥$: Kanye West & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,2024-03-02,4,1,Rap/Hip Hop
641,20961,Psycho CEO,Yeat,2024-03-02,1,89,Rap/Hip Hop
642,3023,Bittersweet,Gunna,2024-03-02,1,82,Rock
643,4949,Contigo,Karol G & Tiesto,2024-03-02,4,61,Latin Music
644,28101,Training Season,Dua Lipa,2024-03-02,10,27,Pop
645,7149,End Of Beginning,Djo,2024-03-02,21,11,Alternative
646,28267,Tu Name,Fuerza Regida,2024-03-02,14,66,Traditional Mexicano
647,31443,You're Gonna Go Far,Noah Kahan,2024-02-24,1,86,Rock
648,14808,King,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,94,Alternative
649,14767,Keys To My Life,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,55,Rap/Hip Hop
650,2706,Beg Forgiveness,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,65,Rap/Hip Hop
651,24976,Sunday Service,Latto,2024-02-24,1,100,Rap/Hip Hop
652,25513,Talking,¥$: Kanye West & Ty Dolla $ign Featuring North West,2024-02-24,2,30,Pop
653,3728,Burn,¥$: Kanye West & Ty Dolla $ign,2024-02-24,4,33,R&B
654,20180,Paperwork,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,64,Rap/Hip Hop
655,24384,Stars,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,39,Rap/Hip Hop
656,30854,Yeah Glo!,GloRilla,2024-02-24,25,28,Rap/Hip Hop
657,28858,Vultures,¥$: Kanye West & Ty Dolla $ign Featuring Lil Durk & Bump J,2024-02-24,2,34,Rap/Hip Hop
658,2257,Back To Me,¥$: Kanye West & Ty Dolla $ign,2024-02-24,3,26,Rap/Hip Hop
659,4187,Carnival,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,3,Rap/Hip Hop
660,20120,Paid,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,53,Rap/Hip Hop
661,6035,Do It,¥$: Kanye West & Ty Dolla $ign,2024-02-24,2,52,Rock
662,8502,Fuk Sumn,¥$: Kanye West & Ty Dolla $ign,2024-02-24,4,23,Rap/Hip Hop
663,8254,Forever,Noah Kahan,2024-02-24,4,28,Rap/Hip Hop
664,302,16 Carriages,Beyonce,2024-02-24,6,38,Country
665,10922,Hoodrat,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,67,Rap/Hip Hop
666,25786,Texas Hold 'Em,Beyonce,2024-02-24,20,1,Country
667,9307,Good (Don't Die),¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,93,Rock
668,20910,Problematic,¥$: Kanye West & Ty Dolla $ign,2024-02-24,1,79,Alternative
